id_1636,id_1808,address,id_frick,confidence,mention_1636,mention_1639,mention_1645,material,jurisdiction,note_id,floors,rooms,heated_rooms,chambers,hallways,kitchens,basements,stables,baths,breweries,bakeries,warehouses,stores,inns,other_rooms,owner_profession_raw,renter_profession_raw,guest_profession_raw,title_lt,occupant_profession,occupant_title,occupant_title_region,occupant_title_rank,guest,guest_region,guest_group,source_lt
150,,,7.09,5,1,1,,2,1,,1,3,2,0,0,0,3,3,0,1,1,3,0,0,,suolininkas,?,—,Šostakų mūrnamis,,suolininkas,Vilniaus miesto,taryba,—,,,"Vadinamasis Šostakų (Szostakowska) mūrnamis, kurio savininkas Vilniaus suolininkas Bagdonas Borisovičius (Dorysowicz). Namas priklauso miesto jurisdikai. Jame du kambariai su šildomais kambariais, kambarėlis, kepykla, trys sandėliai, trys rūsiai, arklidė trims arkliams laikyti, alkoholio darykla. Prieš tai niekas neapsistodavo, kadangi turi privilegiją, atleidžiančią nuo svečių prievolės per įvairius suvažiavimus. Taip pat, kadangi yra suolininkas, atleistas nuo prievolės."
151,,,7.10,5,1,1,,2,1,,2,3,1,0,0,0,0,0,0,1,0,2,0,0,,tarėjas (našlė),?,—,Tarėjo našlės Radvilavičienės mūrnamis,,tarėjas,Vilniaus miesto,taryba,—,,,"Vilniaus tarėjo našlės Radvilavičienės (Radziwiłowiczowa) mūrnamis, priklauso miesto jurisdikai. Jame du sandėliai, alkoholio darykla, viršuje du kambariai su šildomu kambariu, gale dar kambarėlis. Prieš tai niekas neapsistodavo, nes našlė – tarėjo žmona."
152,,,7.11,5,0,1,,2,1,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,kailiadirbiai,—,—,Kailiadirbių brolijos mūrnamis,kailiadirbys,,,,—,,,"[1636 surašyme praleistas, tačiau 1639 aprašytas namas.] Kailiadirbių brolijos [cecho] mūrnamis, priklauso miesto jurisdikai. Niekas nebuvo apsistojęs ir dabar nepaskirta, nes nėra kur."
153,,,7.12,5,1,,,2,1,,1,2,0,0,0,0,2,6,0,1,1,1,0,0,,?,?,deputatas,Pauliaus Šiciko našlės mūrnamis,,,,,tribunolo deputatas,,tribunolas,"Pauliaus Šiciko našlės (Szysczyna) mūrnamis, priklauso miesto jurisdikai. Name du kambariai, trečiame – kepykla. Yra vienas sandėlis, du rūsiai, alkoholio darykla, arklidė šešiems arkliams laikyti. Prieš tai buvo apsistojęs deputatas ir dabar pagal prievolę paskirta deputatui teisminėms pataisoms svarstyti."
154,,,7.13,5,1,,1,2,1,,1,2,0,0,0,0,1,4,0,0,0,2,0,0,[statomas],?,?,valdovo dvariškis (anksčiau: deputatas),Jono Kuprelio mūrnamis,,,,,dvariškis,valdovo,dvaro,"Jono Kuprelio (Kuprel) mūrnamis, priklauso miesto jurisdikai. Name du kambariai, kepykla, du sandėlius stato. Yra vienas rūsys, pašiūrė keturiems arkliams laikyti. Prieš tai pagal prievolę buvo apsistojęs deputatas, o dabar paskirta valdovo dvariškiui Miaskovskiui (Miaskowski)."
155,,,7.14,5,1,,1,2,1,,1,3,0,0,0,0,2,4,0,0,1,2,0,0,,?,?,valdovo sekretorius (anksčiau: valdovo dvariškis?),Afanasijaus Pasternako mūrnamis,,,,,sekretorius,valdovo,dvaro,"Afanasijaus Pasternako (Pasternak) mūrnamis, kurį nuomojasi Jonas Juozapovičius. Namas priklauso miesto jurisdikai. Jame du kambariai, trečias kambarėlis tuščias, du sandėliai, du rūsiai, kepykla, arklidė keturiems arkliams laikyti. Prieš tai pagal prievolę buvo apsistojęs Šveikovskis (Szweykowski), dabar paskirta valdovo sekretoriui [Samueliui Jonui] Komorovskiui (Komorowski), kuris šiuo metu netarnauja valdovui."
156,,,7.15,5,1,1,1,2,1,,2,5,0,0,0,0,2,4,0,0,0,1,0,0,,?,?,—,Timotiejaus Pasternako mūrnamis,,,,,—,,,"Timotiejaus Pasternako (Pasternak) mūrnamis, kurį laiko Isaikovskienė, tačiau nenurodyta kokiomis teisėmis. Namo apačioje sandėlis, kambarėlis, viršuje keturi kambarėliai. Yra du rūsiai, arklidė keturiems arkliams laikyti, kurią dabar nuomoja."
157,,,7.16,5,1,,1,2,1,,1,1,0,0,1,1,1,2,0,1,0,1,0,0,,?,?,Radomo tribunolo deputatas (anksčiau: pavieto mokesčių rinkėjas),Jono Timkevičiaus mūrnamis,,,,,tribunolo deputatas,Radomo pavieto,tribunolas,"Jono Timkevičiaus (Tymkiewicz) mūrnamis, priklauso miesto jurisdikai. Jame vienas kambarys, priešais sandėlis su priemene ir virtuve. Dar yra vienas rūsys, alkoholio darykla, nedidelė arklidė dviem arkliams laikyti. Prieš tai buvo pagal prievolę apsistojęs pavieto mokesčių rinkėjas, dabar paskirta Radomo tribunolo deputatui."
158,,,7.17,5,1,,1,2,1,,1,1,0,0,0,0,1,4,0,0,0,1,0,0,,?,?,—,Fiodoro Piečenicos mūrnamis,,,,,—,,,"Fiodoro Piečenicos (Pieczęnica) mūrnamis, kurį nuomojasi Jonas Lunkevičius (Łunkiewicz), priklauso miesto jurisdikai. Jame perskirtas kambarys, sandėlis, priešais rūsys. Yra pašiūrė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs ir dabar nepaskirta, nes nėra kur."
159,,,7.18,5,1,,1,2,1,,1,3,0,0,0,0,2,2,0,0,0,1,0,0,,pirklys? (našlė),?,Mstislavlio vaiskis (anksčiau: deputatas),Malavkos našlės mūrnamis,pirklys,,,,vaiskis,Mstislavlio,žemietija,"Malavkos (Malawczyna) našlės mūrnamis, priklauso miesto jurisdikai. Jame trys kambariai, vienas sandėlis, du rūsiai, arklidė dviem arkliams laikyti. Prieš tai pagal prievolę buvo apsistojęs deputatas, o dabar paskirta Mstislavlio vaiskiui [Jokūbui Karoliui Madalinskiui]."
160,,,7.19,5,1,,,2,1,,1,3,0,0,0,0,1,1,1,0,0,1,0,0,,tarėjas / pirklys?,LDK iždo raštininkas,—,Tarėjo Luko Oblomovičiaus mūrnamis,pirklys|raštininkas,tarėjas,Vilniaus miesto,taryba,—,,,"[Vilniaus tarėjo] [Luko] Oblomovičiaus (Obłomowicz) mūrnamis, kurio laikytojas [LDK] iždo raštininkas [Pranciškus Dolmatas] Isaikovskis. Namas priklauso miesto jurisdikai. Jame trys kambariai, vienas sandėlis, vienas rūsys, pirtis, arklidė vienam arkliui laikyti. Prieš tai niekas nebuvo apsistojęs ir dabar nepaskirta."
161,,,7.20,5,1,1,,1,1,,1,2,0,0,0,0,1,0,0,1,0,0,0,0,,kailiadirbiai,—,—,Kailiadirbių brolijos namas,kailiadirbys,,,,—,,,"Kailiadirbių brolijos [medinis] namas, jame vienas kambarys, kambarėlis, alkoholio darykla, rūsys."
162,,,7.21,5,1,,1,2,1,,1,3,0,0,0,0,2,10,0,1,0,1,0,0,,?,?,?,Grigaliaus Arcikevičiaus mūrnamis,,,,,?,,,"Grigaliaus Arcikevičiaus (Hrycz Arcibekiewicz, Arwelikiewicz, Arcykiewicza) mūrnamis, priklauso miesto jurisdikai. Name trys kambarėliai, vienas sandėlis, du rūsiai, alkoholio darykla, pašiūrė dešimčiai arklių laikyti. Prieš tai niekas nebuvo apsistojęs, nes naujai statėsi, dabar paskirta [Jonui] Komorovskiui."
163,,,7.22,5,1,,,2,1,,1,8,0,0,0,0,4,12,0,0,0,6,0,0,,Ašmenos vaiskis?,?,—,Isaikovskių mūrnamis,,,,,—,,,"Isaikovskių mūrnamis, priklauso miesto jurisdikai. Jame aštuoni kambariai, šeši sandėliai, namas gana erdvus. Yra keturi rūsiai, arklidė dvylikai arklių laikyti. Niekas jame nebuvo apsistojęs."
164,,,7.23,5,1,,,1,1,Namas prieš 168,2,1,0,1,0,0,0,4,0,0,1,0,0,0,,?,—,—,Merkelio namas,,,,,—,,,"Merkelio [medinis] namas, priklauso miesto jurisdikai. Jame kepykla, priešais kambarėlis, viršuje kamarėlė, pašiūrė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs ir dabar nepaskirta, nes [namas] tuščias."
165,,,7.24,5,1,,,2,1,,2,5,0,0,0,0,4,4,1,0,0,1,0,0,,tarėjas,?,—,Tarėjo Kristupo Mamoničiaus mūrnamis,,tarėjas,Vilniaus miesto,taryba,—,,,"Vilniaus tarėjo Kristupo Mamoničiaus (Manowicz, Mamonicz) mūrnamis, priklauso miesto jurisdikai. Jame trys kambariai, viršuje dar du, vienas sandėlis, keturi rūsiai, pirtis, pašiūrė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, nes nuo seno buvo miesto valdžioje, o dabar gyvena tarėjas."
166,,,7.25,5,1,,,2,1,,1,1,1,0,0,0,2,6,0,0,1,1,0,0,,?,?,valdovo dvariškis,Juozapo Fedorovičiaus mūrnamis,,,,,dvariškis,valdovo,dvaro,"Juozapo Fedorovičiaus (Fiedorowicz) mūrnamis, priklauso miesto jurisdikai. Jame kambarys su šildomu kambariu, priešais kepykla, sandėlis, du rūsiai, pašiūrė šešiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar paskirta valdovo dvariškiui Piaseckiui (Piasecki)."
167,,,7.26,5,1,,,1,1,,1,1,0,0,0,0,1,4,0,0,1,1,0,0,,pirklys?,?,Minsko kašteliono tarnai,Pirklio Fiodoro Semenovičiaus namas,pirklys,,,,kaštelionas,Minsko,senatas,"Fiodoro Semenovičiaus (Siemonowicz) [medinis] namas, priklauso miesto jurisdikai. Jame kambarys, priešais sandėlis, kepykla, vienas rūsys, pašiūrė keturiems arkliams laikyti. Prieš tai niekas neapsistodavo, dabar pagal prievolę paskirta Minsko kašteliono [Gedeono Dunino Rajeckio] tarnams."
168,,,7.27,5,1,,,1,1,Namas prieš 164; galu remiasi į karmelitų vienuolyną,1,1,0,0,0,0,1,0,0,0,1,1,0,0,,pirkliai,?,—,Pirklių brolijos namas,pirklys,,,,—,,,"[Medinis] namas, kuris galu remiasi į vienuolių karmelitų pastatus. Priklauso vadinamajai Pirklių brolijai. Jame kambarys, kepykla, sandėlis, rūsys."
169,,,8.01,5,1,,1,1,1,,1,2,0,0,0,0,1,3,0,0,0,0,0,0,,?,?,valdovo dvariškis,Jurgio Lamanovskio namas,,,,,dvariškis,valdovo,dvaro,"Jurgio Lamanovskio [Łamonowski] [medinis] namas, priklauso miesto jurisdikai. Jame du kambariai, vienas rūsys, nedidelė arklidė trims arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta valdovo dvariškiui Piaseckiui."
170,,,8.02,5,1,,,2,1,,1,2,0,0,1,1,1,1,1,1,0,0,0,0,,siuvėjas,?,valdovo dvariškis (anksčiau: deputatas),Siuvėjo Kasparo Vitkovskio mūrnamis,siuvėjas,,,,dvariškis,valdovo,dvaro,"Kasparo Vitkovskio (Witkowski) nedidelis mūrnamis, priklauso miesto jurisdikai. Jame du kambariai su priemene ir virtuve, rūsys, alkoholio darykla, pirtis, pašiūrė vienam arkliui laikyti. Prieš tai buvo apsistojęs deputatas, dabar pagal prievolę paskirta valdovo dvariškiui Šverinui (Sweryn)."
171,,,8.03,5,1,,1,2,1,,1,2,1,0,0,0,1,6,0,0,1,1,0,0,,?,?,valdovo dvariškis (anksčiau: Palenkės kaštelionas),Abraomo Kaštelos mūrnamis,,,,,dvariškis,valdovo,dvaro,"Abraomo Kaštelos (Kasztela) nedidelis mūrnamis, priklauso miesto jurisdikai. Jame du kambariai su šildomu kambariu, kepykla, sandėlis, rūsys. Yra tuščias mūrinis kambarys šešiems arkliams laikyti. Prieš tai buvo apsistojęs [Palenkės kaštelionas Stanislovas] Nemiera (Niemiera), o dabar [valdovo dvariškis] Šverinas."
172,,,8.04,5,1,,,2,1,,1,?,0,0,0,0,1,2,1,1,1,1,0,0,,tarėjas / pirklys?,?,—,Tarėjo Simono Salcevičiaus mūrnamis,pirklys,tarėjas,Vilniaus miesto,taryba,—,,,"Vilniaus tarėjo Simono Salcevičiaus (Sulczewicz, Salcewicz) mūrnamis. Jame kepykla, sandėlis, vienas rūsys, arklidė dviem arkliams laikyti, alkoholio darykla, pirtis. Prieš tai niekas nebuvo apsistojęs ir dabar nepaskirta, nes gyvena tarėjas."
173,,,8.05,5,1,,1,2,1,,2,3,0,0,0,0,1,2,0,0,1,2,0,0,,?,?,tribunolo deputatai,Tomo Karasio mūrnamis,,,,,tribunolo deputatas,,tribunolas,"Buvęs Skitkos (Skitka) nedidelis mūrnamis, dabar Tomo Karasio (Karaszewicz, Karas), priklauso miesto jurisdikai. Jame kambarys, viršuje dar du kambariai, du sandėliai, vienas rūsys, kepykla, arklidė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta Tribunolo deputatams."
174,,,8.06,5,1,,1,1,1,,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,?,?,tribunolo deputatai,Kiprijono Ivanovičiaus namas,,,,,tribunolo deputatas,,tribunolas,"Kiprijono Ivanovičiaus (Iwanowicz) [medinis] namas, priklauso miesto jurisdikai. Jame kepykla, priešais kambarėlis, medinis rūsys, pirtis, kiemas gana ankštas. Dabar paskirta Tribunolo deputatams."
175,,,8.07,5,1,,,2,1,,2,3,0,2,0,0,2,0,1,0,0,3,0,0,,?,tarybos rusų raštininkas,kanceliarijos tarnautojai (anksčiau: deputatai),Subačių mūrnamis,raštininkas,,,,kanceliarijos tarnautojai,,ministrai,"Vadinamasis Subačių (Zubaczyńska, Subaczyńska) mūrnamis, kuriame gyvena miesto tarybos rusų raštininkas. Priklauso miesto jurisdikai. Apačioje vienas kambarys, dvi medinės kamaros, trys sandėliai, du rūsiai. Viršuje du kambariai. Yra pirtis. Prieš tai buvo apsistoję deputatai, dabar apsigyveno kanceliarijos tarnautojai."
176,,,8.08,5,1,,,2,1,,2,3,1,0,1,1,0,4,1,0,0,1,0,0,svirnas,burmistras,?,—,Burmistro Bagdono Zakševskio mūrnamis,,burmistras,Vilniaus miesto,taryba,—,,,"Vilniaus burmistro Bagdono Zakševskio (Zakrzewski) mūrnamis, priklauso miesto jurisdikai. Apačioje vienas sandėlis, gale kambarėlis su šildomu kambariu, svirnas, viršuje kambarys su priemene ir virtuve, priešais dar kambarėlis. Yra arklidė keturiems arkliams laikyti, pirtis. Prieš tai niekas nebuvo apsistojęs, kadangi gyvena pats burmistras, teisingas ir daug dirbantis unitas."
177,,,8.09,5,1,,1,2,1,,2,3,1,0,1,0,2,2,1,1,0,2,0,0,,?,?,valdovo dvariškis (anksčiau: Rusios vaivados sūnus),Abraomo Kušilo mūrnamis,,,,,dvariškis,valdovo,dvaro,"Abraomo Kušilo (Kuszył) mūrnamis, priklauso miesto jurisdikai. Apačioje medinis kambarys, kitas mūrinis, dar du sandėliai ir du rūsiai. Antrame aukšte mūrinis kambarys su šildomu kambariu, su priemene ir židiniu, namo gale alkoholio darykla ir pirtis, nedidelė arklidė dviem arkliams laikyti. Prieš tai buvo apsistojęs Rusijos vaivados [Jono] Danilovičiaus (Daniłowicz) sūnus, dabar paskirta valdovo dvariškiui [Aleksandrui Stanislovui ar Jonui Evaristui] Belžeckiui (Bełżecki)."
178,271?,,8.10,5,1,,1,2,1,,1,4,1,0,0,0,2,2,1,0,1,2,0,0,pašiūrė šienui,?,?,valdovo dvariškis,Domickos mūrnamis,,,,,dvariškis,valdovo,dvaro,"Buvęs Domickos (Domicka) mūrnamis, priklauso miesto jurisdikai. Jame keturi kambariai, vienas su šildomu kambariu, du sandėliai, du rūsiai, kepykla, pirtis, arklidė dviem arkliams laikyti, pašiūrė šienui sukrauti. Prieš tai buvo apsistojęs [Kazimieras] Horodeiskis (Horodziecki, Horodyski), ir dabar tam pačiam pagal prievolę paskirta. Parodė Zigmanto Vazos privilegiją, pagal kurią atleidžiamas nuo Tribunolo deputatų apgyvendinimo, išskyrus valdovui atvykus į miestą."
[94 galas],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,9?,,9.01-9.02,2,1,,,2,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Švč. Trejybės cerkvės špitolė,?,—,Trejybės moterų vienuolyno mūrnamiai,unitų dvasininkas,vienuolės,bazilijonų,unitų,—,,,"Aušros Vartų gatvė prasideda dviem Švč. Trejybės unitų vienuolių moterų mūrnamiais, prie kurių vienuolynas ir špitolė."
180,6?,,9.03,2,1,,1,2,1?,,1,3,0,0,0,0,1,2,0,0,0,0,0,,vaistinė,?,vaistininkas?,—,Jono Prokšos mūrnamis,gydytojas,,,,—,,,"Jono Prokšos (Broksza, Prokszta, Proxa) mūrnamis, priklausė cerkvei, tačiau vienuoliai iškeitė į palivarką. Nuosavybė turi būti svarstoma balandžio 4 d. Jame iš gatvės pusės vaistinė ir rūsys bei vienas kambarėlis, iš kitos pusės kambarys, priešais dar vienas kambarėlis. Yra arklidė dviem arkliams laikyti, kiemas gana ankštas. Prieš tai niekas nebuvo apsistojęs ir dabar pagal prievolę niekam nepaskirta, nes namas tuščias."
181,5?,,9.04,2,1,1,,2,1,,2,4,0,0,0,0,1,2,0,0,1,2,0,0,,suolininkas,?,—,Suolininko Stepono Kononovičiaus mūrnamis,,suolininkas,Vilniaus miesto,taryba,—,,,"Vilniaus suolininko Stepono Kononovičiaus (Kurnonowicza, Krnowicza, Kononowicz) mūrnamis, priklauso miesto jurisdikai. Jame iš gatvės pusės kambarys, priešais kitas kambarys, viršuje taip pat kambarys, priešais kambarėlis. Yra rūsys, du sandėliai, kepykla, arklidė dviem arkliams laikyti, kiemas gana erdvus. Apsistodavo pagal prievolę, kol nebuvo suolininku, dabar atleistas nuo prievolės."
182,4d?,,9.05,2,1,,,2,1,,2,3,0,0,0,0,3,2,0,0,0,2,0,0,,pirklys?,?,tribunolo deputatai,Tomo Zusinelio mūrnamis,pirklys,,,,tribunolo deputatas,,tribunolas,"Tomo Zusinelio (Zusinda, Sosieńnika, Zusieńiel) mūrnamis, priklauso miesto jurisdikai. Apačioje kambarys, priešais sandėlis, iš gatvės pusės rūsys. Kitoje pusėje sandėlis, viršuje du kambariai. Yra du rūsiai, arklidė dviem arkliams laikyti. Prieš tai pagal prievolę buvo apsistojęs Sakinas (Sakin), o dabar paskirta Tribunolo deputatams."
183,4d?,,9.06,2,1,,1,1,1,,1,2,0,0,0,0,1,0,0,1,1,1,0,0,,siuvėjas,?,tribunolo deputatas (anksčiau: Vilniaus vaivados tarnautojas),Siuvėjo Konstantino namas,siuvėjas,,,,tribunolo deputatas,,tribunolas,"Konstantino siuvėjo [medinis] namas, priklauso miesto jurisdikai. Jame kambarys su kepykla, kambarėlis, vienas rūsys, sandėliukas, alkoholio darykla. Kiemas gana ankštas. Prieš tai buvo apsistojęs Vilniaus vaivados tarnautojas, o dabar pagal prievolę paskirta Tribunolo deputatui."
184,3d?,,9.07,2,1,,1,1,1,,2,3,0,1,0,0,1,0,0,0,1,0,0,0,,?,?,tribunolo deputatas,Jono Višnevskio namas,,,,,tribunolo deputatas,,tribunolas,"Jono Višnevskio (Wiśniewski) [medinis] namas, priklauso miesto jurisdikai. Jame medinis kambarys, priešais kambarėlis, kepykla, rūsys. Viršuje kambarėlis, priešais kamarėlė. Prieš tai buvo apsistojęs Tribunolo deputatas, ir dabar pagal prievolę paskirta deputatui iš Vitebsko vaivadijos."
185,3d?,,9.08,2,1,1,1,2,1,,2?,1,0,0,0,0,0,0,0,1,0,1,0,0,,pirklys?,?,tribunolo deputatas,Pirklio Mykolo Tomaševičiaus mūrnamis,pirklys,,,,tribunolo deputatas,,tribunolas,"Mykolo Tomaševičiaus (Thomaszewicz) mūrnamis, priklauso miesto jurisdikai. Apačioje kambarys, priešais sandėlis, alkoholio darykla. Kiemas gana ankštas. Prieš tai niekas nebuvo apsistojęs, o dabar pagal prievolę paskirta Tribunolo deputatui."
186,3d?,,9.09,2,1,,1,1,1,,1,3,0,1,0,0,1,2,0,0,1,0,0,0,,?,?,tribunolo deputatai,Jono Misevičiaus našlės namas,,,,,tribunolo deputatas,,tribunolas,"Jono Misevičiaus (Misiewiczowa) našlės [medinis] namas, priklauso miesto jurisdikai. Jame kambarys, priešais kambarėlis, kamarėlė, kepykla, priešais dar kambarėlis. Yra vienas rūsys, arklidė dviem arkliams laikyti. Prieš tai buvo apsistoję Tribunolo deputatai, ir dabar jiems paskirta."
187,2d?,,9.10,2,1,,1,1,1,,2,2,0,3,0,0,1,4,1,1,0,0,0,1,,?,?,Oršos seniūnas (anksčiau: deputatas),Stepono Krasovskio namas,,,,,seniūnas,Oršos,žemietija,"Stepono Krasovskio (Krasowski) [medinis] namas, priklauso miesto jurisdikai. Jame dvi kamarėlės, pirtis, smuklės kambarys, priešais kambarėlis. Viršuje kambarys su kamara. Yra rūsys, alkoholio darykla, pašiūrė keturiems arkliams laikyti. Prieš tai pagal prievolę buvo apsistojęs deputatas, o dabar paskirta Oršos seniūnui [Grigaliui Jurgiui Druckiui Horskiui]."
188,2d?,,9.11,2,1,1,1,2,1,,2,1,1,2,0,0,2,4,0,1,1,2,0,1,,?,?,LDK žemės iždininko dvariškiai,Stepono Krasovskio mūrnamis,,,,,žemės iždininkas,LDK,ministrai,"Stepono Krasovskio mūrnamis, priklauso miesto jurisdikai. Jį nuomojasi Aleksandras Babiras (Babir). Name smuklės patalpa, priešais sandėlis, kitoje pusėje taip pat sandėlis. Viršuje kambarys su šildomu kambariu. Dar yra kepykla, alkoholio darykla, du rūsiai, dvi kamaros, arklidė keturiems arkliams laikyti, kiemas erdvus. Prieš tai pagal prievolę buvo apsistojęs Hondinskis (Hondyński), o dabar, sutikus [LDK] maršalui [Kristupui Veselovskiui], paskirta LDK žemės iždininko [Mikalojaus Tryznos] dvarui."
189,1?,,9.12,2,1,,1,1,1,,1,4,0,2,1,0,2,4,0,1,1,0,0,0,,?,?,valdovo dvariškis,Gizelienės namas,,,,,dvariškis,valdovo,dvaro,"Gizelienės (Gizielowa) [medinis] namas, priklauso miesto jurisdikai. Jame, prie vartų, kambarys su priemene ir kamara, kepykla, viršuje kambarėlis. Dar yra arklidė keturiems arkliams laikyti. Kitoje pusėje kambarys, prie vartų kamarėlė, du rūsiai, gale kambarėlis, alkoholio darykla. Prieš tai buvo apsistojęs [Kazimieras] Horodeiskis, dabar pagal prievolę paskirta valdovo dvariškiui Forbui (Forbesz)."
b_tereses,,Šv. Teresės bažnyčia,10.01-10.10,,,,,2,,,,,,,,,,,,,,,,,,Šv. Teresės bažnyčia,?,—,Šv. Teresės bažnyčia ir basųjų karmelitų vienuolynas,katalikų dvasininkas,vienuoliai,basųjų karmelitų,katalikų,—,,,Aušros Vartų gatve nuo sienos einant į Rotušės aikštę dešinėje pusėje basųjų karmelitų vienuolynas ir [Šv. Teresės] bažnyčia. Supirko šešis miesto jurisdikoje buvusius mūrnamius ir toliau esančius keturis [medinius] namus.
c_dvasios,,Šv. Dvasios cerkvė,,,,,,2,,,,,,,,,,,,,,,,,,,,,Šv. Dvasios cerkvė ir vienuolynas,stačiatikių dvasininkas,,,stačiatikių,—,,,"Toje pat pusėje vienuolių stačiatikių [Šv. Dvasios] cerkvė [ir vienuolynas] užima labai didelį plotą, nuo pat Aušros vartų iki Subačiaus gatvės."
190,19?,,10.11,2,1,,,2,1,,2,5,0,0,1,1,0,6,0,0,0,3,0,0,,bajoras? (našlė),Trakų tijūnas?,—,Dalaskų mūrnamis,bajoras,,,,—,,,"Vadinamasis Dalaskų (Dalaskowska) mūrnamis, dabar Oginskienės, priklauso miesto jurisdikai. Jame du kambariai, trys sandėliai, viršuje dar du kambariai su priemene ir virtuve. Kitoje pusėje, viršuje, kambarys. Yra pašiūrė šešiems arkliams laikyti, kiemas gana erdvus. Prieš tai niekas neapsistodavo, nes pati savininkė gyveno, o dabar irgi nepaskirta, nes apsigyveno valdovo dvariškis Oginskis."
191,20d?,,10.12,2,1,1,,2,1,,2,3,1,0,0,0,0,4,0,0,0,2,0,0,,?,LDK paiždininkis,—,Fedorovičiaus mūrnamis,,,,,—,,,"Vadinamasis Fedorovičiaus (Fiedorowiczowa) mūrnamis, priklauso miesto jurisdikai. Jame du kambariai, du sandėliai, arklidė keturiems arkliams laikyti, viršuje kambarys su šildomu kambariu. Prieš tai niekas nebuvo apsigyvenęs, tačiau nuomojasi [LDK] paiždininkis [Stanislovas Beinartas] ir pats jame gyvena."
192,20d?,,10.13,2,1,,,2,1,,2,4,0,0,1,1,2,0,0,1,0,2,0,1,,pirklys / suolininkas?,praktikas,valdovo dvariškis,Pirklio Glinskio mūrnamis,pirklys,suolininkas,Vilniaus miesto,taryba,dvariškis,valdovo,dvaro,"[Grigaliaus ar Samuelio ?] Glinskio mūrnamis, kuriame gyvena praktikas Petravičius (Piotrowicz). Namas priklauso miesto jurisdikai. Apačioje smuklės kambarys, vienas sandėliukas ir didelis sandėlis, alkoholio darykla, du rūsiai. Viršuje keturi kambariai, priemenė ir virtuvė. Prieš tai niekas neapsistodavo, nes pats tarėjas buvo gyvas, o dabar pagal prievolę paskirta valdovo dvariškiui Oginskiui."
193,21?,,10.14,2,1,,,2,1,,3,7,0,0,0,0,2,2,0,0,0,1,1,0,,burmistras,audinių pirklys?,—,Burmistro Jono Šiciko mūrnamis,audėjas,burmistras,Vilniaus miesto,taryba,—,,,"Vilniaus burmistro Jono Šiciko (Szycika) [Zaleskio] mūrnamis, kuriame pats ir gyvena. Priklauso miesto jurisdikai. Apačioje kambarys, sandėlis iš gatvės pusės, audinių krautuvė. Antrame aukšte keturi kambariai, o trečiame dar du. Yra du rūsiai, arklidė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs ir dabar niekas nepaskirtas, kadangi pats burmistras gyvena, o du [kiti burmistro] mūrnamiai paskirti [Maltos ordino] riterio [Zigmanto Karolio Radvilos] dvarui."
194,,,11.01,5,1,,,1,1,,1,2,0,2,0,0,1,0,0,0,1,0,0,0,,?,?,tribunolo deputatai,Mikalojaus Ivanovičiaus namas,,,,,tribunolo deputatas,,tribunolas,"Dešinėje pusėje Mikalojaus Ivanovičiaus (Iwanowicz) [medinis] namas, priklauso miesto jurisdikai. Jame du kambariai, kepykla, rūsys, dvi kamarėlės daiktams susidėti. Prieš tai niekas neapsistodavo, dabar paskirta Tribunolo deputatams."
195,,,11.02,5,1,,,1,1,,1,2,0,1,0,0,0,0,0,0,1,0,0,0,,?,?,—,Aleksiejaus Semenovičiaus namas,,,,,—,,,"Aleksiejaus Semenovičiaus (Siemionowicz) [medinis] namas, kurį nuomojasi Timotiejus. Namas cerkvės žemėje, priklauso miesto jurisdikai. Name kambarys, priešais kamara. Kita dalis irgi Aleksiejaus Semenovičiaus, cerkvės žemėje, priklauso miesto jurisdikai. Joje kambarys ir kepykla. Prieš tai niekas nebuvo apsistojęs ir dabar niekas nepaskirtas."
196,,,11.03,5,1,,,1,,,1,2,0,3,0,0,1,0,1,0,1,1,0,0,,?,?,tribunolo deputatai,Simono Petravičiaus namas,,,,,tribunolo deputatas,,tribunolas,"Simono Petravičiaus (Piotrowicz) [medinis] namas, cerkvės žemėje. Jame du kambariai su kamara, kepykla, priešais kamara daiktams sudėti, sandėlis, rūsys, pirtis, kamara malkoms laikyti. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta Tribunolo deputatams."
197,,,,5,0,1,1,1,1,gal tas pats kaip 717?,1,4,0,0,0,0,1,0,0,0,0,0,0,0,darželis,?,?,—,Gabrieliaus Grigoravičiaus namas,,,,,—,,,"[1636 praleistas ir 1639 aprašytas namas.] Gabrieliaus Grigoravičiaus (Hrehorowicz) [medinis] namas, priklauso miesto jurisdikai. Anksčiau nebuvo į sąrašus įtrauktas. Jame keturi kambariai, rūsys ir darželis. Niekas neapsistodavo."
